Saint,Miracle,Feat,Other Factoids,Something Fishy,Sources
Amphilochius_of_Iconium,,,,,wikipedia as interpreted by spellsoftruth
Amphilochius_of_Pochayiv,,,,,wikipedia as interpreted by spellsoftruth
Ampliatus,,,,,wikipedia as interpreted by spellsoftruth
Amunia_of_San_Mill%C3%A1n,,,,,wikipedia as interpreted by spellsoftruth
Ana_Petra_P%C3%A9rez_Florido,,,,,wikipedia as interpreted by spellsoftruth
Ana_de_los_Angeles_Monteagudo,,,,,wikipedia as interpreted by spellsoftruth
Anacharius,,,,,wikipedia as interpreted by spellsoftruth
Ananias_of_Damascus,,,,,wikipedia as interpreted by spellsoftruth
Anastasia_Hendrikova,,,,,wikipedia as interpreted by spellsoftruth
Anastasia_of_Sirmium,,,,,wikipedia as interpreted by spellsoftruth
Anastasia_the_Patrician,,,,,wikipedia as interpreted by spellsoftruth
Anastasius_II_of_Antioch,,,,,wikipedia as interpreted by spellsoftruth
Anastasius_I_of_Antioch,,,,,wikipedia as interpreted by spellsoftruth
Anastasius_Sinaita,,,,,wikipedia as interpreted by spellsoftruth
Anastasius_of_Antioch_(martyr),,,,,wikipedia as interpreted by spellsoftruth
Anastasius_of_Pavia,,,,,wikipedia as interpreted by spellsoftruth
Anastasius_of_Persia,,,,,wikipedia as interpreted by spellsoftruth
Anastasius_of_Suppentonia,,,,,wikipedia as interpreted by spellsoftruth
Anastasius_the_Fuller,,,,,wikipedia as interpreted by spellsoftruth
Anastasius_the_Persian,,,,,wikipedia as interpreted by spellsoftruth
Anathalon,,,,,wikipedia as interpreted by spellsoftruth
Anatolius_of_Laodicea,,,,,wikipedia as interpreted by spellsoftruth
Andeolus,,,,,wikipedia as interpreted by spellsoftruth
Andr%C3%A9-Hubert_Fournet,,,,,wikipedia as interpreted by spellsoftruth
Andr%C3%A9_Abellon,,,,,wikipedia as interpreted by spellsoftruth
Andr%C3%A9_Bessette,,,,,wikipedia as interpreted by spellsoftruth
Andrea_Carlo_Ferrari,,,,,wikipedia as interpreted by spellsoftruth
Andrea_Dotti_(saint),,,,,wikipedia as interpreted by spellsoftruth
Andrea_Franchi,,,,,wikipedia as interpreted by spellsoftruth
Andrei_Rublev,,,,,wikipedia as interpreted by spellsoftruth
Andrew,,,,,wikipedia as interpreted by spellsoftruth
Andrew_Avellino,,,,,wikipedia as interpreted by spellsoftruth
Andrew_Bobola,,,,,wikipedia as interpreted by spellsoftruth
Andrew_Corsini,,,,,wikipedia as interpreted by spellsoftruth
Andrew_Dotti,,,,,wikipedia as interpreted by spellsoftruth
Andrew_Dung-Lac,,,,,wikipedia as interpreted by spellsoftruth
Andrew_Dung_Lac_An_Tran,,,,,wikipedia as interpreted by spellsoftruth
Andrew_Hubert_Fournet,,,,,wikipedia as interpreted by spellsoftruth
Andrew_Kaggwa,,,,,wikipedia as interpreted by spellsoftruth
Andrew_Kim_Taegon,,,,,wikipedia as interpreted by spellsoftruth
Andrew_Thong_Kim_Nguyen,,,,,wikipedia as interpreted by spellsoftruth
Andrew_Wouters,,,,,wikipedia as interpreted by spellsoftruth
Andrew_Zorard,,,,,wikipedia as interpreted by spellsoftruth
Andrew_of_Constantinople,,,,,wikipedia as interpreted by spellsoftruth
Andrew_of_Crete,,,,,wikipedia as interpreted by spellsoftruth
Andrew_of_Crete_(martyr),,,,,wikipedia as interpreted by spellsoftruth
Andrew_of_Fiesloe,,,,,wikipedia as interpreted by spellsoftruth
Andrew_of_Ph%C3%BA_Y%C3%AAn,,,,,wikipedia as interpreted by spellsoftruth
Andrew_of_Trier,,,,,wikipedia as interpreted by spellsoftruth
Andrew_the_Apostle,,,,,wikipedia as interpreted by spellsoftruth
Andrew_the_Scot,,,,,wikipedia as interpreted by spellsoftruth
Andriy_Ishchak,,,,,wikipedia as interpreted by spellsoftruth
Andronic_Nikolsky,,,,,wikipedia as interpreted by spellsoftruth
"Andronicus,_Probus,_and_Tarachus",,,,,wikipedia as interpreted by spellsoftruth
Andronicus_of_Pannonia,,,,,wikipedia as interpreted by spellsoftruth
Andronik_(Nikolsky),,,,,wikipedia as interpreted by spellsoftruth
Anesius,,,,,wikipedia as interpreted by spellsoftruth
Angela_Merici,,,,,wikipedia as interpreted by spellsoftruth
Angela_Salawa,,,,,wikipedia as interpreted by spellsoftruth
Angela_Truszkowska,,,,,wikipedia as interpreted by spellsoftruth
Angela_of_Foligno,,,,,wikipedia as interpreted by spellsoftruth
Angela_of_the_Cross,,,,,wikipedia as interpreted by spellsoftruth
Angelelmus,,,,,wikipedia as interpreted by spellsoftruth
Angelina_of_Marsciano,,,,,wikipedia as interpreted by spellsoftruth
Angelo_of_Chivasso,,,,,wikipedia as interpreted by spellsoftruth
Angelus_of_Jerusalem,,,,,wikipedia as interpreted by spellsoftruth
Angilbert,,,,,wikipedia as interpreted by spellsoftruth
Angus_MacNisse,,,,,wikipedia as interpreted by spellsoftruth
Anianus_of_Alexandria,,,,,wikipedia as interpreted by spellsoftruth
Anna_Demidova,,,,,wikipedia as interpreted by spellsoftruth
Anna_Maria_Taigi,,,,,wikipedia as interpreted by spellsoftruth
Anna_Pak_Agi,,,,,wikipedia as interpreted by spellsoftruth
Anna_Sch%C3%A4ffer,,,,,wikipedia as interpreted by spellsoftruth
Anna_Schaffer,,,,,wikipedia as interpreted by spellsoftruth
Anna_of_Kashin,,,,,wikipedia as interpreted by spellsoftruth
Anna_the_Prophetess,,,,,wikipedia as interpreted by spellsoftruth
Anne,,,,,wikipedia as interpreted by spellsoftruth
Anne_Catherine_Emmerick,,,,,wikipedia as interpreted by spellsoftruth
Anne_Line,,,,,wikipedia as interpreted by spellsoftruth
Anne_Mary_Javouhey,,,,,wikipedia as interpreted by spellsoftruth
Anne_of_Saint_Bartholomew,,,,,wikipedia as interpreted by spellsoftruth
Annemund,,,,,wikipedia as interpreted by spellsoftruth
Annibale_Maria_di_Francia,,,,,wikipedia as interpreted by spellsoftruth
Anno_II,,,,,wikipedia as interpreted by spellsoftruth
Anno_II_(Archbishop_of_Cologne),,,,,wikipedia as interpreted by spellsoftruth
Ansanus,,,,,wikipedia as interpreted by spellsoftruth
Ansbert,,,,,wikipedia as interpreted by spellsoftruth
Ansegisus,,,,,wikipedia as interpreted by spellsoftruth
"Anselm,_Duke_of_Friuli",,,,,wikipedia as interpreted by spellsoftruth
Anselm_of_Canterbury,,,,,wikipedia as interpreted by spellsoftruth
Anselm_of_Lucca,,,,,wikipedia as interpreted by spellsoftruth
Ansfried_of_Utrecht,,,,,wikipedia as interpreted by spellsoftruth
Ansgar,,,,,wikipedia as interpreted by spellsoftruth
Ansovinus,,,,,wikipedia as interpreted by spellsoftruth
Anstrudis,,,,,wikipedia as interpreted by spellsoftruth
Ansurius,,,,,wikipedia as interpreted by spellsoftruth
Anthelm_of_Belley,,,,,wikipedia as interpreted by spellsoftruth
Anthim_the_Iberian,,,,,wikipedia as interpreted by spellsoftruth
Anthimus_of_Nicomedia,,,,,wikipedia as interpreted by spellsoftruth
Anthimus_of_Rome,,,,,wikipedia as interpreted by spellsoftruth
"Anthony,_John,_and_Eustathios",,,,,wikipedia as interpreted by spellsoftruth
"Anthony,_John,_and_Eustathius",,,,,wikipedia as interpreted by spellsoftruth
Anthony_Baldinucci,,,,,wikipedia as interpreted by spellsoftruth
Anthony_Dainan,,,,,wikipedia as interpreted by spellsoftruth
Anthony_Daniel,,,,,wikipedia as interpreted by spellsoftruth
Anthony_Maria_Zaccaria,,,,,wikipedia as interpreted by spellsoftruth
Anthony_Mary_Claret,,,,,wikipedia as interpreted by spellsoftruth
Anthony_Neyrot,,,,,wikipedia as interpreted by spellsoftruth
Anthony_Zaccaria,,,,,wikipedia as interpreted by spellsoftruth
Anthony_della_Chiesa,,,,,wikipedia as interpreted by spellsoftruth
Anthony_of_Antioch,,,,,wikipedia as interpreted by spellsoftruth
Anthony_of_Kiev,,,,,wikipedia as interpreted by spellsoftruth
Anthony_of_Padua,,,,,wikipedia as interpreted by spellsoftruth
Anthony_of_Rome,,,,,wikipedia as interpreted by spellsoftruth
Anthony_of_Siya,,,,,wikipedia as interpreted by spellsoftruth
Anthony_of_Weert,,,,,wikipedia as interpreted by spellsoftruth
Anthony_the_Great,,,,,wikipedia as interpreted by spellsoftruth
Anthony_the_Hermit,,,,,wikipedia as interpreted by spellsoftruth
Anthusa_of_Mantinea,,,,,wikipedia as interpreted by spellsoftruth
Antiochus_of_Sulcis,,,,,wikipedia as interpreted by spellsoftruth
Antipas_of_Pergamum,,,,,wikipedia as interpreted by spellsoftruth
Antoine_Daniel,,,,,wikipedia as interpreted by spellsoftruth
Anton_Maria_Schwartz,,,,,wikipedia as interpreted by spellsoftruth
Antonia_Mesina,,,,,wikipedia as interpreted by spellsoftruth
Antonia_and_Alexander,,,,,wikipedia as interpreted by spellsoftruth
Antonia_of_Florence,,,,,wikipedia as interpreted by spellsoftruth
Antonina_and_Alexander,,,,,wikipedia as interpreted by spellsoftruth
Antoninus_of_Florence,,,,,wikipedia as interpreted by spellsoftruth
Antoninus_of_Piacenza,,,,,wikipedia as interpreted by spellsoftruth
Antoninus_of_Rome,,,,,wikipedia as interpreted by spellsoftruth
Antoninus_of_Sorrento,,,,,wikipedia as interpreted by spellsoftruth
Antonio_Galvao,,,,,wikipedia as interpreted by spellsoftruth
Antonio_Gonzalez,,,,,wikipedia as interpreted by spellsoftruth
Antonio_Maria_Gianelli,,,,,wikipedia as interpreted by spellsoftruth
Antonio_Maria_Pucci,,,,,wikipedia as interpreted by spellsoftruth
Antonio_Pavoni,,,,,wikipedia as interpreted by spellsoftruth
Antonius_of_Sorrento,,,,,wikipedia as interpreted by spellsoftruth
Antony_Kauleas,,,,,wikipedia as interpreted by spellsoftruth
Antony_the_Younger,,,,,wikipedia as interpreted by spellsoftruth
Anwarite_Nengapeta,,,,,wikipedia as interpreted by spellsoftruth
Anysia,,,,,wikipedia as interpreted by spellsoftruth
Anysia_of_Salonika,,,,,wikipedia as interpreted by spellsoftruth
Apelles_of_Heraklion,,,,,wikipedia as interpreted by spellsoftruth
Aphian,,,,,wikipedia as interpreted by spellsoftruth
Aphrahat,,,,,wikipedia as interpreted by spellsoftruth
Aphrodisius,,,,,wikipedia as interpreted by spellsoftruth
Apollinaris_Claudius,,,,,wikipedia as interpreted by spellsoftruth
Apollinaris_Syncletica,,,,,wikipedia as interpreted by spellsoftruth
Apollinaris_of_Ravenna,,,,,wikipedia as interpreted by spellsoftruth
Apollinaris_of_Valence,,,,,wikipedia as interpreted by spellsoftruth
Apollonius_the_Apologist,,,,,wikipedia as interpreted by spellsoftruth
Apollos,,,,,wikipedia as interpreted by spellsoftruth
Apostle_(Christian),,,,,wikipedia as interpreted by spellsoftruth
Apostle_Titus,,,,,wikipedia as interpreted by spellsoftruth
Apostolic_rector,,,,,wikipedia as interpreted by spellsoftruth
Aprax,,,,,wikipedia as interpreted by spellsoftruth
Apronia,,,,,wikipedia as interpreted by spellsoftruth
Apronia_of_Toul,,,,,wikipedia as interpreted by spellsoftruth
Aprunculus_of_Trier,,,,,wikipedia as interpreted by spellsoftruth
Aprus_of_Toul,,,,,wikipedia as interpreted by spellsoftruth
Aquilina,,,,,wikipedia as interpreted by spellsoftruth
Aquilinus_of_%C3%89vreux,,,,,wikipedia as interpreted by spellsoftruth
Aquilinus_of_Milan,,,,,wikipedia as interpreted by spellsoftruth
Arator,,,,,wikipedia as interpreted by spellsoftruth
Arbeo_of_Freising,,,,,wikipedia as interpreted by spellsoftruth
Arcadius_of_Mauretania,,,,,wikipedia as interpreted by spellsoftruth
Arcangelo_Tadini,,,,,wikipedia as interpreted by spellsoftruth
Archangela_Girlani,,,,,wikipedia as interpreted by spellsoftruth
Archbishop_Atticus_of_Constantinople,,,,,wikipedia as interpreted by spellsoftruth
Archbishop_Flavian_of_Constantinople,,,,,wikipedia as interpreted by spellsoftruth
Archbishop_Nectarius_of_Constantinople,,,,,wikipedia as interpreted by spellsoftruth
Archbishop_of_Armagh,,,,,wikipedia as interpreted by spellsoftruth
Archbishop_of_Armagh_(Roman_Catholic),,,,,wikipedia as interpreted by spellsoftruth
Archbishop_of_Canterbury,,,,,wikipedia as interpreted by spellsoftruth
Archbishop_of_Cologne,,,,,wikipedia as interpreted by spellsoftruth
Archbishop_of_Dublin_(Roman_Catholic),,,,,wikipedia as interpreted by spellsoftruth
Archbishop_of_Gniezno,,,,,wikipedia as interpreted by spellsoftruth
Archbishop_of_Mainz,,,,,wikipedia as interpreted by spellsoftruth
Archbishop_of_Nidaros,,,,,wikipedia as interpreted by spellsoftruth
Archbishop_of_Salzburg,,,,,wikipedia as interpreted by spellsoftruth
Archbishop_of_York,,,,,wikipedia as interpreted by spellsoftruth
Archbishop_of_Zagreb,,,,,wikipedia as interpreted by spellsoftruth
Archdiocese_of_Bremen,,,,,wikipedia as interpreted by spellsoftruth
Archdiocese_of_Utrecht_(695%E2%80%931580),,,,,wikipedia as interpreted by spellsoftruth
Archelais_and_Companions,,,,,wikipedia as interpreted by spellsoftruth
Archil_of_Kakheti,,,,,wikipedia as interpreted by spellsoftruth
Archippus,,,,,wikipedia as interpreted by spellsoftruth
Ardo_Smaragdus,,,,,wikipedia as interpreted by spellsoftruth
Aredius,,,,,wikipedia as interpreted by spellsoftruth
Aredius_of_Gap,,,,,wikipedia as interpreted by spellsoftruth
Arethas_(martyr),,,,,wikipedia as interpreted by spellsoftruth
Argimirius,,,,,wikipedia as interpreted by spellsoftruth
Ariadne_of_Phrygia,,,,,wikipedia as interpreted by spellsoftruth
Arialdo,,,,,wikipedia as interpreted by spellsoftruth
Arilda,,,,,wikipedia as interpreted by spellsoftruth
Arilda_of_Oldbury,,,,,wikipedia as interpreted by spellsoftruth
Aristarchus_of_Thessalonica,,,,,wikipedia as interpreted by spellsoftruth
Aristides_of_Athens,,,,,wikipedia as interpreted by spellsoftruth
Aristides_the_Athenian,,,,,wikipedia as interpreted by spellsoftruth
Aristobulus_of_Britannia,,,,,wikipedia as interpreted by spellsoftruth
Aristocleus_of_Athos,,,,,wikipedia as interpreted by spellsoftruth
Armentarius,,,,,wikipedia as interpreted by spellsoftruth
Armentarius_of_Pavia,,,,,wikipedia as interpreted by spellsoftruth
Arn_(bishop_of_W%C3%BCrzburg),,,,,wikipedia as interpreted by spellsoftruth
Arnold_Janssen,,,,,wikipedia as interpreted by spellsoftruth
Arnold_of_Arnoldsweiler,,,,,wikipedia as interpreted by spellsoftruth
Arnold_of_Selenhofen,,,,,wikipedia as interpreted by spellsoftruth
Arnold_of_Soissons,,,,,wikipedia as interpreted by spellsoftruth
Arnulf_of_Eynesbury,,,,,wikipedia as interpreted by spellsoftruth
Arnulf_of_Metz,,,,,wikipedia as interpreted by spellsoftruth
Arsatius,,,,,wikipedia as interpreted by spellsoftruth
Arsenios_the_Cappadocian,,,,,wikipedia as interpreted by spellsoftruth
Arsenius_(Matseyevich),,,,,wikipedia as interpreted by spellsoftruth
Arsenius_of_Corfu,,,,,wikipedia as interpreted by spellsoftruth
Arsenius_the_Great,,,,,wikipedia as interpreted by spellsoftruth
Art%C3%A9mides_Zatti,,,,,wikipedia as interpreted by spellsoftruth
Artaldus,,,,,wikipedia as interpreted by spellsoftruth
Artemius,,,,,wikipedia as interpreted by spellsoftruth
Artemius_of_Verkola,,,,,wikipedia as interpreted by spellsoftruth
Arthelais,,,,,wikipedia as interpreted by spellsoftruth
Arthur_Francis_Bell,,,,,wikipedia as interpreted by spellsoftruth
Arwald,,,,,wikipedia as interpreted by spellsoftruth
Ascelina,,,,,wikipedia as interpreted by spellsoftruth
Ascensi%C3%B3n_Nicol_Go%C3%B1i,,,,,wikipedia as interpreted by spellsoftruth
Asclepiades_of_Antioch,,,,,wikipedia as interpreted by spellsoftruth
Ashkhen,,,,,wikipedia as interpreted by spellsoftruth
Ashot_I_of_Iberia,,,,,wikipedia as interpreted by spellsoftruth
Asicus,,,,,wikipedia as interpreted by spellsoftruth
Aspasius_of_Auch,,,,,wikipedia as interpreted by spellsoftruth
Aspren,,,,,wikipedia as interpreted by spellsoftruth
Assicus,,,,,wikipedia as interpreted by spellsoftruth
"Asterius,_Claudius_and_Neon",,,,,wikipedia as interpreted by spellsoftruth
Asterius_of_Amasea,,,,,wikipedia as interpreted by spellsoftruth
Asterius_of_Amasia,,,,,wikipedia as interpreted by spellsoftruth
Asterius_of_Caesarea,,,,,wikipedia as interpreted by spellsoftruth
Asterius_of_Ostia,,,,,wikipedia as interpreted by spellsoftruth
Asterius_of_Petra,,,,,wikipedia as interpreted by spellsoftruth
Astius,,,,,wikipedia as interpreted by spellsoftruth
Astrik,,,,,wikipedia as interpreted by spellsoftruth
Asyncritus_of_Hyrcania,,,,,wikipedia as interpreted by spellsoftruth
Athanasia,,,,,wikipedia as interpreted by spellsoftruth
Athanasia_of_Aegina,,,,,wikipedia as interpreted by spellsoftruth
Athanasius,,,,,wikipedia as interpreted by spellsoftruth
Athanasius_III_of_Constantinople,,,,,wikipedia as interpreted by spellsoftruth
Athanasius_I_(bishop_of_Naples),,,,,wikipedia as interpreted by spellsoftruth
Athanasius_I_Gammolo,,,,,wikipedia as interpreted by spellsoftruth
Athanasius_of_Alexandria,,,,,wikipedia as interpreted by spellsoftruth
Athanasius_of_Attalia,,,,,wikipedia as interpreted by spellsoftruth
Athanasius_of_Brest-Litovsk,,,,,wikipedia as interpreted by spellsoftruth
Athanasius_the_Athonite,,,,,wikipedia as interpreted by spellsoftruth
Athelm,,,,,wikipedia as interpreted by spellsoftruth
Athenagoras_of_Athens,,,,,wikipedia as interpreted by spellsoftruth
